date,region,infected,recovered,population,mobility
2020-03-01,Alabama,0.0,0,4903185.0,1.0
2020-03-02,Alabama,0.0,0,4903185.0,1.0
2020-03-03,Alabama,0.0,0,4903185.0,1.0
2020-03-04,Alabama,0.0,0,4903185.0,1.0
2020-03-05,Alabama,0.0,0,4903185.0,1.0
2020-03-06,Alabama,0.0,0,4903185.0,1.0
2020-03-07,Alabama,0.0,0,4903185.0,1.0
2020-03-08,Alabama,0.0,0,4903185.0,1.0
2020-03-09,Alabama,0.0,0,4903185.0,1.0
2020-03-10,Alabama,0.0,0,4903185.0,1.0
2020-03-11,Alabama,0.0,0,4903185.0,1.0
2020-03-12,Alabama,0.0,0,4903185.0,1.0
2020-03-13,Alabama,6.0,0,4903185.0,1.0
2020-03-14,Alabama,12.0,0,4903185.0,1.0
2020-03-15,Alabama,23.0,0,4903185.0,1.0
2020-03-16,Alabama,29.0,0,4903185.0,1.0
2020-03-17,Alabama,39.0,0,4903185.0,1.0
2020-03-18,Alabama,51.0,0,4903185.0,1.0
2020-03-19,Alabama,78.0,0,4903185.0,1.0
2020-03-20,Alabama,106.0,0,4903185.0,1.0
2020-03-21,Alabama,131.0,0,4903185.0,1.0
2020-03-22,Alabama,157.0,0,4903185.0,1.0
2020-03-23,Alabama,196.0,0,4903185.0,1.0
2020-03-24,Alabama,242.0,0,4903185.0,1.0
2020-03-25,Alabama,385.0,0,4903185.0,1.0
2020-03-26,Alabama,535.0,0,4903185.0,1.0
2020-03-27,Alabama,635.0,0,4903185.0,1.0
2020-03-28,Alabama,716.0,0,4903185.0,1.0
2020-03-29,Alabama,825.0,0,4903185.0,1.0
2020-03-30,Alabama,936.0,0,4903185.0,1.0
2020-03-31,Alabama,985.0,0,4903185.0,1.0
2020-04-01,Alabama,1080.0,0,4903185.0,1.0
2020-04-02,Alabama,1238.0,0,4903185.0,1.0
2020-04-03,Alabama,1497.0,0,4903185.0,1.0
2020-04-04,Alabama,1588.0,0,4903185.0,1.0
2020-04-05,Alabama,1795.0,0,4903185.0,1.0
2020-04-06,Alabama,1952.0,0,4903185.0,1.0
2020-04-07,Alabama,2133.0,0,4903185.0,1.0
2020-04-08,Alabama,2431.0,0,4903185.0,1.0
2020-04-09,Alabama,2760.0,0,4903185.0,1.0
2020-04-10,Alabama,2928.0,0,4903185.0,1.0
2020-04-11,Alabama,3169.0,0,4903185.0,1.0
2020-04-12,Alabama,3490.0,0,4903185.0,1.0
2020-04-13,Alabama,3701.0,0,4903185.0,1.0
2020-04-14,Alabama,3839.0,0,4903185.0,1.0
2020-04-15,Alabama,4118.0,0,4903185.0,1.0
2020-04-16,Alabama,4267.0,0,4903185.0,1.0
2020-04-17,Alabama,4421.0,0,4903185.0,1.0
2020-04-18,Alabama,4576.0,0,4903185.0,1.0
2020-04-19,Alabama,4743.0,0,4903185.0,1.0
2020-04-20,Alabama,4914.0,0,4903185.0,1.0
2020-04-21,Alabama,5141.0,0,4903185.0,1.0
2020-04-22,Alabama,5409.0,0,4903185.0,1.0
2020-04-23,Alabama,5635.0,0,4903185.0,1.0
2020-04-24,Alabama,5817.0,0,4903185.0,1.0
2020-04-25,Alabama,6000.0,0,4903185.0,1.0
2020-04-26,Alabama,6202.0,0,4903185.0,1.0
2020-04-27,Alabama,6311.0,0,4903185.0,1.0
2020-04-28,Alabama,6508.0,0,4903185.0,1.0
2020-04-29,Alabama,6663.0,0,4903185.0,1.0
2020-04-30,Alabama,6796.0,0,4903185.0,1.0
2020-05-01,Alabama,7005.0,0,4903185.0,1.0
2020-05-02,Alabama,7323.0,0,4903185.0,1.0
2020-05-03,Alabama,7598.0,0,4903185.0,1.0
2020-05-04,Alabama,7814.0,0,4903185.0,1.0
2020-05-05,Alabama,8122.0,0,4903185.0,1.0
2020-05-06,Alabama,8348.0,0,4903185.0,1.0
2020-05-07,Alabama,8677.0,0,4903185.0,1.0
2020-05-08,Alabama,9002.0,0,4903185.0,1.0
2020-05-09,Alabama,9278.0,0,4903185.0,1.0
2020-05-10,Alabama,9496.0,0,4903185.0,1.0
2020-05-11,Alabama,9761.0,0,4903185.0,1.0
2020-05-12,Alabama,10029.0,0,4903185.0,1.0
2020-05-13,Alabama,10250.0,0,4903185.0,1.0
2020-05-14,Alabama,10628.0,0,4903185.0,1.0
2020-05-15,Alabama,10890.0,0,4903185.0,1.0
2020-05-16,Alabama,11189.0,0,4903185.0,1.0
2020-05-17,Alabama,11283.0,0,4903185.0,1.0
2020-05-18,Alabama,11597.0,0,4903185.0,1.0
2020-05-19,Alabama,11872.0,0,4903185.0,1.0
2020-05-20,Alabama,12530.0,0,4903185.0,1.0
2020-05-21,Alabama,12885.0,0,4903185.0,1.0
2020-05-22,Alabama,5178.0,7951,4903185.0,1.0
2020-05-23,Alabama,5649.0,7951,4903185.0,1.0
2020-05-24,Alabama,5976.0,7951,4903185.0,1.0
2020-05-25,Alabama,6469.0,7951,4903185.0,1.0
2020-05-26,Alabama,7119.0,7951,4903185.0,1.0
2020-05-27,Alabama,7498.0,7951,4903185.0,1.0
2020-05-28,Alabama,6584.0,9355,4903185.0,1.0
2020-05-29,Alabama,7066.0,9355,4903185.0,1.0
2020-05-30,Alabama,7386.0,9355,4903185.0,1.0
2020-05-31,Alabama,7967.0,9355,4903185.0,1.0
2020-06-01,Alabama,8533.0,9355,4903185.0,1.0
2020-06-02,Alabama,8763.0,9355,4903185.0,1.0
2020-06-03,Alabama,6803.0,11395,4903185.0,1.0
2020-06-04,Alabama,7024.0,11395,4903185.0,1.0
2020-06-05,Alabama,7316.0,11395,4903185.0,1.0
2020-06-06,Alabama,7959.0,11395,4903185.0,1.0
2020-06-07,Alabama,8413.0,11395,4903185.0,1.0
2020-06-08,Alabama,8812.0,11395,4903185.0,1.0
2020-06-09,Alabama,9298.0,11395,4903185.0,1.0
2020-06-10,Alabama,7737.0,13508,4903185.0,1.0
2020-06-11,Alabama,8582.0,13508,4903185.0,1.0
2020-06-12,Alabama,9433.0,13508,4903185.0,1.0
2020-06-13,Alabama,10320.0,13508,4903185.0,1.0
2020-06-14,Alabama,11334.0,13508,4903185.0,1.0
2020-06-15,Alabama,11990.0,13508,4903185.0,1.0
2020-06-16,Alabama,12619.0,13508,4903185.0,1.0
2020-06-17,Alabama,10548.0,15974,4903185.0,1.0
2020-06-18,Alabama,11422.0,15974,4903185.0,1.0
2020-06-19,Alabama,12206.0,15974,4903185.0,1.0
2020-06-20,Alabama,12737.0,15974,4903185.0,1.0
2020-06-21,Alabama,13208.0,15974,4903185.0,1.0
2020-06-22,Alabama,13639.0,15974,4903185.0,1.0
2020-06-23,Alabama,14259.0,15974,4903185.0,1.0
2020-06-24,Alabama,12307.0,18866,4903185.0,1.0
2020-06-25,Alabama,13444.0,18866,4903185.0,1.0
2020-06-26,Alabama,14410.0,18866,4903185.0,1.0
2020-06-27,Alabama,15298.0,18866,4903185.0,1.0
2020-06-28,Alabama,15656.0,18866,4903185.0,1.0
2020-06-29,Alabama,17380.0,18866,4903185.0,1.0
2020-06-30,Alabama,18229.0,18866,4903185.0,1.0
2020-07-01,Alabama,19124.0,18866,4903185.0,1.0
2020-07-02,Alabama,17044.0,22082,4903185.0,1.0
2020-07-03,Alabama,18777.0,22082,4903185.0,1.0
2020-07-04,Alabama,19773.0,22082,4903185.0,1.0
2020-07-05,Alabama,20864.0,22082,4903185.0,1.0
2020-07-06,Alabama,21789.0,22082,4903185.0,1.0
2020-07-07,Alabama,22670.0,22082,4903185.0,1.0
2020-07-08,Alabama,23822.0,22082,4903185.0,1.0
2020-07-09,Alabama,22323.0,25783,4903185.0,1.0
2020-07-10,Alabama,23621.0,25783,4903185.0,1.0
2020-07-11,Alabama,25050.0,25783,4903185.0,1.0
2020-07-12,Alabama,26683.0,25783,4903185.0,1.0
2020-07-13,Alabama,28638.0,25783,4903185.0,1.0
2020-07-14,Alabama,30308.0,25783,4903185.0,1.0
2020-07-15,Alabama,28120.0,29736,4903185.0,1.0
2020-07-16,Alabama,30122.0,29736,4903185.0,1.0
2020-07-17,Alabama,32090.0,29736,4903185.0,1.0
2020-07-18,Alabama,34212.0,29736,4903185.0,1.0
2020-07-19,Alabama,35988.0,29736,4903185.0,1.0
2020-07-20,Alabama,37864.0,29736,4903185.0,1.0
2020-07-21,Alabama,39319.0,29736,4903185.0,1.0
2020-07-22,Alabama,40713.0,29736,4903185.0,1.0
2020-07-23,Alabama,40305.0,32510,4903185.0,1.0
2020-07-24,Alabama,42057.0,32510,4903185.0,1.0
2020-07-25,Alabama,44164.0,32510,4903185.0,1.0
2020-07-26,Alabama,45311.0,32510,4903185.0,1.0
2020-07-27,Alabama,47114.0,32510,4903185.0,1.0
2020-07-28,Alabama,48365.0,32510,4903185.0,1.0
2020-07-29,Alabama,49734.0,32510,4903185.0,1.0
2020-07-30,Alabama,48796.0,35401,4903185.0,1.0
2020-07-31,Alabama,50742.0,35401,4903185.0,1.0
2020-08-01,Alabama,52345.0,35401,4903185.0,1.0
2020-08-02,Alabama,54416.0,35401,4903185.0,1.0
2020-08-03,Alabama,55627.0,35401,4903185.0,1.0
2020-08-04,Alabama,56635.0,35401,4903185.0,1.0
2020-08-05,Alabama,55036.0,37923,4903185.0,1.0
2020-08-06,Alabama,56955.0,37923,4903185.0,1.0
2020-08-07,Alabama,58643.0,37923,4903185.0,1.0
2020-08-08,Alabama,60495.0,37923,4903185.0,1.0
2020-08-09,Alabama,61643.0,37923,4903185.0,1.0
2020-08-10,Alabama,63300.0,37923,4903185.0,1.0
2020-08-11,Alabama,64081.0,37923,4903185.0,1.0
2020-08-12,Alabama,61381.0,41523,4903185.0,1.0
2020-08-13,Alabama,62144.0,41523,4903185.0,1.0
2020-08-14,Alabama,62893.0,41523,4903185.0,1.0
2020-08-15,Alabama,64161.0,41523,4903185.0,1.0
2020-08-16,Alabama,65012.0,41523,4903185.0,1.0
2020-08-17,Alabama,65556.0,41523,4903185.0,1.0
2020-08-18,Alabama,66902.0,41523,4903185.0,1.0
2020-08-19,Alabama,68011.0,41523,4903185.0,1.0
2020-08-20,Alabama,65791.0,44684,4903185.0,1.0
2020-08-21,Alabama,66952.0,44684,4903185.0,1.0
2020-08-22,Alabama,67837.0,44684,4903185.0,1.0
2020-08-23,Alabama,68363.0,44684,4903185.0,1.0
2020-08-24,Alabama,70002.0,44684,4903185.0,1.0
2020-08-25,Alabama,70521.0,44684,4903185.0,1.0
2020-08-26,Alabama,69181.0,48028,4903185.0,1.0
2020-08-27,Alabama,70919.0,48028,4903185.0,1.0
2020-08-28,Alabama,72050.0,48028,4903185.0,1.0
2020-08-29,Alabama,73709.0,48028,4903185.0,1.0
2020-08-30,Alabama,75045.0,48028,4903185.0,1.0
2020-08-31,Alabama,75848.0,48028,4903185.0,1.0
2020-09-01,Alabama,77388.0,48028,4903185.0,1.0
2020-09-02,Alabama,74868.0,51154,4903185.0,1.0
2020-09-03,Alabama,75898.0,51154,4903185.0,1.0
2020-09-04,Alabama,76973.0,51154,4903185.0,1.0
2020-09-05,Alabama,78374.0,51154,4903185.0,1.0
2020-09-06,Alabama,78884.0,51154,4903185.0,1.0
2020-09-07,Alabama,79543.0,51154,4903185.0,1.0
2020-09-08,Alabama,80175.0,51154,4903185.0,1.0
2020-09-09,Alabama,77909.0,54223,4903185.0,1.0
2020-09-10,Alabama,79041.0,54223,4903185.0,1.0
2020-09-11,Alabama,80147.0,54223,4903185.0,1.0
2020-09-12,Alabama,81073.0,54223,4903185.0,1.0
2020-09-13,Alabama,82181.0,54223,4903185.0,1.0
2020-09-14,Alabama,82881.0,54223,4903185.0,1.0
2020-09-15,Alabama,83550.0,54223,4903185.0,1.0
2020-09-16,Alabama,77463.0,61232,4903185.0,1.0
2020-09-17,Alabama,78124.0,61232,4903185.0,1.0
2020-09-18,Alabama,79203.0,61232,4903185.0,1.0
2020-09-19,Alabama,80495.0,61232,4903185.0,1.0
2020-09-20,Alabama,81293.0,61232,4903185.0,1.0
2020-09-21,Alabama,82109.0,61232,4903185.0,1.0
2020-09-22,Alabama,82895.0,61232,4903185.0,1.0
2020-09-23,Alabama,80082.0,64583,4903185.0,1.0
2020-09-24,Alabama,81117.0,64583,4903185.0,1.0
2020-09-25,Alabama,83584.0,64583,4903185.0,1.0
2020-09-26,Alabama,84507.0,64583,4903185.0,1.0
2020-09-27,Alabama,85236.0,64583,4903185.0,1.0
2020-09-28,Alabama,85899.0,64583,4903185.0,1.0
2020-09-29,Alabama,86454.0,64583,4903185.0,1.0
2020-09-30,Alabama,84213.0,67948,4903185.0,1.0
2020-10-01,Alabama,85248.0,67948,4903185.0,1.0
2020-10-02,Alabama,86200.0,67948,4903185.0,1.0
2020-10-03,Alabama,87874.0,67948,4903185.0,1.0
2020-10-04,Alabama,88663.0,67948,4903185.0,1.0
2020-10-05,Alabama,89206.0,67948,4903185.0,1.0
2020-10-06,Alabama,89949.0,67948,4903185.0,1.0
2020-10-07,Alabama,90869.0,67948,4903185.0,1.0
2020-10-08,Alabama,88098.0,71240,4903185.0,1.0
2020-10-09,Alabama,89572.0,71240,4903185.0,1.0
2020-10-10,Alabama,90622.0,71240,4903185.0,1.0
2020-10-11,Alabama,91438.0,71240,4903185.0,1.0
2020-10-12,Alabama,92171.0,71240,4903185.0,1.0
2020-10-13,Alabama,93288.0,71240,4903185.0,1.0
2020-10-14,Alabama,91033.0,74238,4903185.0,1.0
2020-10-15,Alabama,92168.0,74238,4903185.0,1.0
2020-10-16,Alabama,93350.0,74238,4903185.0,1.0
2020-10-17,Alabama,94636.0,74238,4903185.0,1.0
2020-10-18,Alabama,95600.0,74238,4903185.0,1.0
2020-10-19,Alabama,96458.0,74238,4903185.0,1.0
2020-10-20,Alabama,97485.0,74238,4903185.0,1.0
2020-10-21,Alabama,98407.0,74439,4903185.0,1.0
2020-10-22,Alabama,99782.0,74439,4903185.0,1.0
2020-10-23,Alabama,103618.0,74439,4903185.0,1.0
2020-10-24,Alabama,105971.0,74439,4903185.0,1.0
2020-10-25,Alabama,107050.0,74439,4903185.0,1.0
2020-10-26,Alabama,108017.0,74439,4903185.0,1.0
2020-10-27,Alabama,109106.0,74439,4903185.0,1.0
2020-10-28,Alabama,110356.0,74439,4903185.0,1.0
2020-10-29,Alabama,105230.0,81005,4903185.0,1.0
2020-10-30,Alabama,106559.0,81005,4903185.0,1.0
2020-10-31,Alabama,108313.0,81005,4903185.0,1.0
2020-11-01,Alabama,110007.0,81005,4903185.0,1.0
2020-11-02,Alabama,110914.0,81005,4903185.0,1.0
2020-11-03,Alabama,111937.0,81005,4903185.0,1.0
2020-11-04,Alabama,110300.0,84471,4903185.0,1.0
2020-11-05,Alabama,111661.0,84471,4903185.0,1.0
2020-11-06,Alabama,113194.0,84471,4903185.0,1.0
2020-11-07,Alabama,114929.0,84471,4903185.0,1.0
2020-11-08,Alabama,116132.0,84471,4903185.0,1.0
2020-11-09,Alabama,117302.0,84471,4903185.0,1.0
2020-11-10,Alabama,118976.0,84471,4903185.0,1.0
2020-11-11,Alabama,120965.0,84471,4903185.0,1.0
2020-11-12,Alabama,119386.0,88038,4903185.0,1.0
2020-11-13,Alabama,122348.0,88038,4903185.0,1.0
2020-11-14,Alabama,124559.0,88038,4903185.0,1.0
2020-11-15,Alabama,126536.0,88038,4903185.0,1.0
2020-11-16,Alabama,127945.0,88038,4903185.0,1.0
2020-11-17,Alabama,129509.0,88038,4903185.0,1.0
2020-11-18,Alabama,132101.0,88038,4903185.0,1.0
2020-11-19,Alabama,131789.0,90702,4903185.0,1.0
2020-11-20,Alabama,134220.0,90702,4903185.0,1.0
2020-11-21,Alabama,136549.0,90702,4903185.0,1.0
2020-11-22,Alabama,138347.0,90702,4903185.0,1.0
2020-11-23,Alabama,139919.0,90702,4903185.0,1.0
2020-11-24,Alabama,142691.0,90702,4903185.0,1.0
2020-11-25,Alabama,73840.0,161946,4903185.0,1.0
2020-11-26,Alabama,76439.0,161946,4903185.0,1.0
2020-11-27,Alabama,77356.0,161946,4903185.0,1.0
2020-11-28,Alabama,79475.0,161946,4903185.0,1.0
2020-11-29,Alabama,81706.0,161946,4903185.0,1.0
2020-11-30,Alabama,84000.0,161946,4903185.0,1.0
2020-12-01,Alabama,87316.0,161946,4903185.0,1.0
2020-12-02,Alabama,84730.0,168387,4903185.0,1.0
2020-12-03,Alabama,88196.0,168387,4903185.0,1.0
2020-12-04,Alabama,91981.0,168387,4903185.0,1.0
2020-12-05,Alabama,95325.0,168387,4903185.0,1.0
2020-12-06,Alabama,97601.0,168387,4903185.0,1.0
2020-12-07,Alabama,99950.0,168387,4903185.0,1.0
2020-12-08,Alabama,104336.0,168387,4903185.0,1.0
2020-12-09,Alabama,101397.0,174805,4903185.0,1.0
2020-12-10,Alabama,106083.0,174805,4903185.0,1.0
2020-12-11,Alabama,109884.0,174805,4903185.0,1.0
2020-12-12,Alabama,113934.0,174805,4903185.0,1.0
2020-12-13,Alabama,116724.0,174805,4903185.0,1.0
2020-12-14,Alabama,118988.0,174805,4903185.0,1.0
2020-12-15,Alabama,122604.0,174805,4903185.0,1.0
2020-12-16,Alabama,117817.0,183625,4903185.0,1.0
2020-12-17,Alabama,122456.0,183625,4903185.0,1.0
2020-12-18,Alabama,127762.0,183625,4903185.0,1.0
2020-12-19,Alabama,131890.0,183625,4903185.0,1.0
2020-12-20,Alabama,134438.0,183625,4903185.0,1.0
2020-12-21,Alabama,136818.0,183625,4903185.0,1.0
2020-12-22,Alabama,141734.0,183625,4903185.0,1.0
2020-12-23,Alabama,136833.0,193149,4903185.0,1.0
2020-12-24,Alabama,140976.0,193149,4903185.0,1.0
2020-12-25,Alabama,144597.0,193149,4903185.0,1.0
2020-12-26,Alabama,145624.0,193149,4903185.0,1.0
2020-12-27,Alabama,147788.0,193149,4903185.0,1.0
2020-12-28,Alabama,150036.0,193149,4903185.0,1.0
2020-12-29,Alabama,153918.0,193149,4903185.0,1.0
2020-12-30,Alabama,149909.0,202137,4903185.0,1.0
2020-12-31,Alabama,154262.0,202137,4903185.0,1.0
2021-01-01,Alabama,158738.0,202137,4903185.0,1.0
2021-01-02,Alabama,162449.0,202137,4903185.0,1.0
2021-01-03,Alabama,164924.0,202137,4903185.0,1.0
2021-01-04,Alabama,167080.0,202137,4903185.0,1.0
2021-01-05,Alabama,172570.0,202137,4903185.0,1.0
2021-01-06,Alabama,167506.0,211684,4903185.0,1.0
2021-01-07,Alabama,172466.0,211684,4903185.0,1.0
2021-01-08,Alabama,177412.0,211684,4903185.0,1.0
2021-01-09,Alabama,182167.0,211684,4903185.0,1.0
2021-01-10,Alabama,184882.0,211684,4903185.0,1.0
2021-01-11,Alabama,186969.0,211684,4903185.0,1.0
2021-01-12,Alabama,190591.0,211684,4903185.0,1.0
2021-01-13,Alabama,193551.0,211684,4903185.0,1.0
2021-01-14,Alabama,186677.0,221961,4903185.0,1.0
2021-01-15,Alabama,189537.0,221961,4903185.0,1.0
2021-01-16,Alabama,192601.0,221961,4903185.0,1.0
2021-01-17,Alabama,194517.0,221961,4903185.0,1.0
2021-01-18,Alabama,195946.0,221961,4903185.0,1.0
2021-01-19,Alabama,198456.0,221961,4903185.0,1.0
2021-01-20,Alabama,190161.0,233211,4903185.0,1.0
2021-01-21,Alabama,192946.0,233211,4903185.0,1.0
2021-01-22,Alabama,196390.0,233211,4903185.0,1.0
2021-01-23,Alabama,199574.0,233211,4903185.0,1.0
2021-01-24,Alabama,201299.0,233211,4903185.0,1.0
2021-01-25,Alabama,203136.0,233211,4903185.0,1.0
2021-01-26,Alabama,205802.0,233211,4903185.0,1.0
2021-01-27,Alabama,208703.0,233211,4903185.0,1.0
2021-01-28,Alabama,203251.0,242143,4903185.0,1.0
2021-01-29,Alabama,205873.0,242143,4903185.0,1.0
2021-01-30,Alabama,205873.0,242143,4903185.0,1.0
2021-01-31,Alabama,209808.0,242143,4903185.0,1.0
2021-02-01,Alabama,211029.0,242143,4903185.0,1.0
2021-02-02,Alabama,212901.0,242143,4903185.0,1.0
2021-02-03,Alabama,214710.0,242143,4903185.0,1.0
2021-02-04,Alabama,206578.0,252880,4903185.0,1.0
2021-02-05,Alabama,207990.0,252880,4903185.0,1.0
2021-02-06,Alabama,209918.0,252880,4903185.0,1.0
2021-02-07,Alabama,211028.0,252880,4903185.0,1.0
2021-02-08,Alabama,211945.0,252880,4903185.0,1.0
2021-02-09,Alabama,213207.0,252880,4903185.0,1.0
2021-02-10,Alabama,202558.0,264621,4903185.0,1.0
2021-02-11,Alabama,203928.0,264621,4903185.0,1.0
2021-02-12,Alabama,204866.0,264621,4903185.0,1.0
2021-02-13,Alabama,205993.0,264621,4903185.0,1.0
2021-02-14,Alabama,207068.0,264621,4903185.0,1.0
2021-02-15,Alabama,207740.0,264621,4903185.0,1.0
2021-02-16,Alabama,208610.0,264621,4903185.0,1.0
2021-02-17,Alabama,209200.0,264621,4903185.0,1.0
2021-02-18,Alabama,199696.0,275245,4903185.0,1.0
2021-02-19,Alabama,200394.0,275245,4903185.0,1.0
2021-02-20,Alabama,201151.0,275245,4903185.0,1.0
2021-02-21,Alabama,202006.0,275245,4903185.0,1.0
2021-02-22,Alabama,202683.0,275245,4903185.0,1.0
2021-02-23,Alabama,204068.0,275245,4903185.0,1.0
2021-02-24,Alabama,205231.0,275245,4903185.0,1.0
2021-02-25,Alabama,196149.0,285130,4903185.0,1.0
2021-02-26,Alabama,196850.0,285130,4903185.0,1.0
2021-02-27,Alabama,197623.0,285130,4903185.0,1.0
2021-02-28,Alabama,198193.0,285130,4903185.0,1.0
2021-03-01,Alabama,198708.0,285130,4903185.0,1.0
2021-03-02,Alabama,199300.0,285130,4903185.0,1.0
2021-03-03,Alabama,191435.0,295690,4903185.0,1.0
2021-03-04,Alabama,192292.0,295690,4903185.0,1.0
2021-03-05,Alabama,193075.0,295690,4903185.0,1.0
2021-03-06,Alabama,193572.0,295690,4903185.0,1.0
2021-03-07,Alabama,193981.0,295690,4903185.0,1.0
2021-03-08,Alabama,194254.0,295690,4903185.0,1.0
2021-03-09,Alabama,194740.0,295690,4903185.0,1.0
2021-03-10,Alabama,195486.0,295690,4903185.0,1.0
2021-03-11,Alabama,196299.0,295690,4903185.0,1.0
2021-03-12,Alabama,196722.0,295690,4903185.0,1.0
2021-03-13,Alabama,197288.0,295690,4903185.0,1.0
2021-03-14,Alabama,197656.0,295690,4903185.0,1.0
2021-03-15,Alabama,202210.0,295690,4903185.0,1.0
2021-03-16,Alabama,202690.0,295690,4903185.0,1.0
2021-03-17,Alabama,203423.0,295690,4903185.0,1.0
2021-03-18,Alabama,203967.0,295690,4903185.0,1.0
2021-03-19,Alabama,204464.0,295690,4903185.0,1.0
2021-03-20,Alabama,204961.0,295690,4903185.0,1.0
2021-03-21,Alabama,205334.0,295690,4903185.0,1.0
2021-03-22,Alabama,205653.0,295690,4903185.0,1.0
2021-03-23,Alabama,205649.0,295690,4903185.0,1.0
2021-03-24,Alabama,206534.0,295690,4903185.0,1.0
2021-03-25,Alabama,206944.0,295690,4903185.0,1.0
2021-03-26,Alabama,207367.0,295690,4903185.0,1.0
2021-03-27,Alabama,207856.0,295690,4903185.0,1.0
2021-03-28,Alabama,208175.0,295690,4903185.0,1.0
2021-03-29,Alabama,208403.0,295690,4903185.0,1.0
2021-03-30,Alabama,208763.0,295690,4903185.0,1.0
2021-03-31,Alabama,209144.0,295690,4903185.0,1.0
2021-04-01,Alabama,209623.0,295690,4903185.0,1.0
2021-04-02,Alabama,209969.0,295690,4903185.0,1.0
2021-04-03,Alabama,210288.0,295690,4903185.0,1.0
2021-04-04,Alabama,210482.0,295690,4903185.0,1.0
2021-04-05,Alabama,210590.0,295690,4903185.0,1.0
2021-04-06,Alabama,210772.0,295690,4903185.0,1.0
2021-04-07,Alabama,211110.0,295690,4903185.0,1.0
2021-04-08,Alabama,211551.0,295690,4903185.0,1.0
2021-04-09,Alabama,211858.0,295690,4903185.0,1.0
2021-04-10,Alabama,212186.0,295690,4903185.0,1.0
2021-04-11,Alabama,212497.0,295690,4903185.0,1.0
2021-04-12,Alabama,212669.0,295690,4903185.0,1.0
2021-04-13,Alabama,212669.0,295690,4903185.0,1.0
2020-03-01,Alaska,0.0,0,731545.0,1.0
2020-03-02,Alaska,0.0,0,731545.0,1.0
2020-03-03,Alaska,0.0,0,731545.0,1.0
2020-03-04,Alaska,0.0,0,731545.0,1.0
2020-03-05,Alaska,0.0,0,731545.0,1.0
2020-03-06,Alaska,0.0,0,731545.0,1.0
2020-03-07,Alaska,0.0,0,731545.0,1.0
2020-03-08,Alaska,0.0,0,731545.0,1.0
2020-03-09,Alaska,0.0,0,731545.0,1.0
2020-03-10,Alaska,0.0,0,731545.0,1.0
2020-03-11,Alaska,0.0,0,731545.0,1.0
2020-03-12,Alaska,1.0,0,731545.0,1.0
2020-03-13,Alaska,1.0,0,731545.0,1.0
2020-03-14,Alaska,1.0,0,731545.0,1.0
2020-03-15,Alaska,1.0,0,731545.0,1.0
2020-03-16,Alaska,3.0,0,731545.0,1.0
2020-03-17,Alaska,6.0,0,731545.0,1.0
2020-03-18,Alaska,9.0,0,731545.0,1.0
2020-03-19,Alaska,12.0,0,731545.0,1.0
2020-03-20,Alaska,14.0,0,731545.0,1.0
2020-03-21,Alaska,21.0,0,731545.0,1.0
2020-03-22,Alaska,22.0,0,731545.0,1.0
2020-03-23,Alaska,36.0,0,731545.0,1.0
2020-03-24,Alaska,42.0,0,731545.0,1.0
2020-03-25,Alaska,59.0,0,731545.0,1.0
2020-03-26,Alaska,69.0,0,731545.0,1.0
2020-03-27,Alaska,84.0,0,731545.0,1.0
2020-03-28,Alaska,101.0,0,731545.0,1.0
2020-03-29,Alaska,112.0,0,731545.0,1.0
2020-03-30,Alaska,118.0,0,731545.0,1.0
2020-03-31,Alaska,131.0,0,731545.0,1.0
2020-04-01,Alaska,141.0,0,731545.0,1.0
2020-04-02,Alaska,144.0,0,731545.0,1.0
2020-04-03,Alaska,154.0,0,731545.0,1.0
2020-04-04,Alaska,166.0,0,731545.0,1.0
2020-04-05,Alaska,179.0,0,731545.0,1.0
2020-04-06,Alaska,185.0,0,731545.0,1.0
2020-04-07,Alaska,178.0,29,731545.0,1.0
2020-04-08,Alaska,187.0,32,731545.0,1.0
2020-04-09,Alaska,179.0,49,731545.0,1.0
2020-04-10,Alaska,184.0,55,731545.0,1.0
2020-04-11,Alaska,186.0,63,731545.0,1.0
2020-04-12,Alaska,198.0,66,731545.0,1.0
2020-04-13,Alaska,184.0,85,731545.0,1.0
2020-04-14,Alaska,178.0,98,731545.0,1.0
2020-04-15,Alaska,178.0,106,731545.0,1.0
2020-04-16,Alaska,181.0,110,731545.0,1.0
2020-04-17,Alaska,172.0,128,731545.0,1.0
2020-04-18,Alaska,158.0,147,731545.0,1.0
2020-04-19,Alaska,157.0,153,731545.0,1.0
2020-04-20,Alaska,151.0,161,731545.0,1.0
2020-04-21,Alaska,152.0,168,731545.0,1.0
2020-04-22,Alaska,130.0,196,731545.0,1.0
2020-04-23,Alaska,119.0,209,731545.0,1.0
2020-04-24,Alaska,122.0,208,731545.0,1.0
2020-04-25,Alaska,113.0,217,731545.0,1.0
2020-04-26,Alaska,115.0,217,731545.0,1.0
2020-04-27,Alaska,118.0,218,731545.0,1.0
2020-04-28,Alaska,114.0,228,731545.0,1.0
2020-04-29,Alaska,106.0,240,731545.0,1.0
2020-04-30,Alaska,94.0,252,731545.0,1.0
2020-05-01,Alaska,101.0,254,731545.0,1.0
2020-05-02,Alaska,95.0,261,731545.0,1.0
2020-05-03,Alaska,97.0,262,731545.0,1.0
2020-05-04,Alaska,98.0,263,731545.0,1.0
2020-05-05,Alaska,85.0,277,731545.0,1.0
2020-05-06,Alaska,78.0,284,731545.0,1.0
